,0,1,2,3,4,5,6,7,8,9,10,11
0,0.989215074312024,0.9646811714137661,0.9585577586867908,0.9730022997952041,0.9673851370223198,0.954633591486359,0.9595903532703047,0.9563237178559226,0.9613143980304952,0.9768702193570169,0.9454800006972922,0.9613032230405928
1,0.976359487445977,0.9759546453028483,0.9737042910355519,0.979241105150146,0.977908788863459,0.9678982827656926,0.9706587285142021,0.9731307211943823,0.9754296418887505,0.9835921464312591,0.9607490313108565,0.9583395616107667
2,0.998290414987403,0.997275294979932,0.9948448649964375,0.9981924452112112,0.9986107193747649,0.9966370747280152,0.9921222670980581,0.9921793697417811,0.9881252519043279,0.9989792768897613,1.0001541839547405,1.0073603926037549
3,1.0034301692693928,0.9996885431133419,0.9998451574772482,0.9971182439238456,0.999572993184593,0.9967200730004884,1.004305074132978,0.9998574288271497,1.002913990341817,1.0002760530261356,0.9997460338614488,0.9994325643572713
4,1.012772518046707,0.9938405863179179,0.9987706897761214,1.0046208557531384,1.0040876923287223,0.999282594513921,0.9934948836094327,0.9993573336231563,0.9991423200157667,1.0056262819974837,1.0044586757674332,0.9916015124247467
5,1.0044427079258422,0.9991489289258538,1.0033636362764202,1.0060513635577577,1.0056168430843027,1.002859497770955,1.0063092418320223,1.0055666662238218,1.0032314726695493,1.007898172413306,1.0033090733222318,0.9916800413627753
6,0.9935447818522191,0.9981081946136259,1.004932860918995,1.001107084922343,1.0017908511290639,1.0012423935492503,1.0002855645428794,0.9982094772891474,1.0054895153154224,1.0016935174732877,1.0049816607434037,0.9890067844355485
7,1.0034969540761602,1.0033849231020548,1.007285723357468,1.00505811858033,1.0089836015796054,0.9986149421187114,0.9977959721213628,0.9953579711094602,0.9985775158696173,1.0034264224557443,1.009629999759484,1.0073916058266537
8,1.0120712976339583,0.9993123033360656,1.0058974361778101,0.9995770943322434,1.001777270274746,0.9960629219618923,1.0011283668422,1.0031965902310365,1.0012892286672543,0.9987142394583004,1.0024466123650104,1.0108087983876646
9,0.9988273662542897,1.0006946637090999,1.0011079803677707,1.001028546937909,1.0016604259416817,1.0020617169689596,1.0035622805526823,1.003138288684417,1.00516368814742,1.004113453627957,1.0023652204781914,0.9952913957232193
