,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.9726338431054978,0.9418699696089782,0.9511641469617905,0.9680756115541937,0.9511605908938633,0.9682403599037811,0.9647877905610023,0.9686899666443559,0.9784693078648554,0.9530966234965208,0.9699581013951003,0.9720977812458267,0.9612096582925688,0.9835008776903154,0.9685458231467796,0.9794428633753277
1,0.9589466312215559,0.9599731497150713,0.9739127775272607,0.980958005753678,0.9650420555837449,0.9770675754265911,0.986442756014066,0.9898756855492652,0.9687066955527258,0.9666663954724751,0.9745644165260776,0.9917235591406992,0.9808256005994287,0.9768982925930926,0.9672964727289634,0.979328268262811
2,0.9873247225730126,0.9962664850395209,1.0195119344514194,1.0016476375247374,0.996359368770968,1.027171205085255,0.9992796856441039,0.99311362970059,0.9956309685427084,0.9985322660706614,1.0026699365365004,1.0008374894656145,0.9969492932615671,1.0014554035490182,0.996023977370471,1.0039739269428427
3,0.9940753797163379,0.9998404889865595,1.0014262355257928,1.005170148259747,1.0047436698804089,1.0140285290837066,1.0042957749962138,1.0100387040019607,1.000661002114921,1.0050132639912777,1.0064002862011603,1.0046812450000437,1.0032036851462658,0.9938820417400459,0.9974975558148306,1.0018725770267214
4,0.9934410187931407,1.0040139619727244,0.9824931148832178,1.0056723113281578,1.0149191440091516,1.0031605641673802,1.0001522131300666,1.003281993350023,0.9958062763659464,1.011061774423248,0.9969387733688121,1.0020606014889983,1.0025045566756658,0.9922971405449803,0.997798238974171,0.9932526235712468
5,1.0158491639172762,1.0021022788256215,1.0069669706125697,1.011146828043774,1.0020262784559786,1.0025303942857304,1.002220829734614,0.9971469775392531,1.0080038406811238,1.0042431682098572,1.0015212130910107,1.0134486191209207,1.0065200454757042,1.009736213133797,1.009281158832943,1.0037688166362584
6,0.9949262850904523,0.9999634395420115,0.9815282818869951,0.987958692056121,1.015451396071378,0.9940311390243123,0.9897244908631188,0.9969623648922009,0.9892837646225663,1.0085261385051436,0.9909296520298208,1.0058611227981251,1.001692357217951,0.9941783791733669,1.003118163343729,0.9976846541142819
7,0.9970461979611597,0.9944837988742756,0.9999008722033319,1.0077399619025873,1.0229393854691298,0.9987966154115183,1.0075887250374505,1.0028282548157181,1.004884246965503,1.0165555532551804,0.9965026127674939,1.0200445259526008,1.011657491916613,1.0140401026429222,1.0154805565446405,1.0097547158865343
8,1.0020985465560535,1.001007077456401,1.0022248849693538,1.007641547730036,1.0134814740940188,1.0109412727306617,1.0140398208331858,1.0061664800449672,1.0086424727179724,1.0084850606633062,1.0209151886037686,1.0043435414248973,1.0009132793505369,1.0011667866602287,0.9992753761894229,1.0058333639978616
9,0.9975473754723574,0.9969437212330644,1.0051209597432622,1.0002908799344326,1.0058631102756164,1.0029328355853129,1.0063590574593397,1.0118820832130775,0.9995369818744556,0.998549023997554,0.9979336464223421,1.0042003970324558,1.0011373795422265,1.0064939343946895,1.0046552504228576,1.0055370988607242
