,0,1,2,3,4,5,6,7,8
0,0.9509550082556791,0.9534237206857802,0.9576615787260724,0.9468362217920868,0.9659143305052519,0.9576121261980185,0.9582308028227094,0.9783292563511621,0.9754941118151118
1,0.9631320144985415,0.9669586917214654,0.969365441672889,0.9621953558701859,0.9846290405414957,0.9695305448052944,0.9708376307519804,0.9883182581077038,0.9847086849500775
2,0.9943005412826366,0.9919056499529524,0.9908203481910024,0.9895592007695916,0.997662028704516,0.9922240189578246,0.9923578409919095,1.0004285318032389,0.9999758943264133
3,0.9938621266767085,0.996475526460341,0.9971893311421468,0.9948650239093468,0.993129986198956,0.9938490511607279,0.9990417771824601,0.9980277032240109,0.9969901576045538
4,0.9952835427701404,0.9949835989250085,0.9961476486127039,0.9989525096841247,0.9951013017224257,0.9963291641327101,1.0005509293934507,0.9968280125072391,0.9987318579875935
5,0.9984785920030121,0.9927435251447364,0.9903261989197403,0.9917806170453923,0.993669374120182,0.9927685231426286,0.992660053875133,0.9923917165493386,0.9943564090094185
6,0.9990795205623726,0.9973256086579867,0.9964577566541778,1.0015789853096664,1.00101877236058,0.9973121665776217,0.9982408397359072,0.996972772280442,0.9960626806904787
7,0.9925165505026082,0.9994721817394897,0.9970637480581476,0.9980575812726026,0.9985392074553785,0.9991549287238461,0.9964879410041971,0.9969978227036029,0.9952734925301067
8,0.9937931560390737,1.0015638500238377,1.0023544943419604,1.0011005652146034,1.0009232674444724,1.0012299103282738,1.0054424776639694,1.0029427444418233,1.0008357550324563
9,1.0088926907983087,1.0010829111921535,0.9987342725115123,1.0028512947936437,0.9996670077732618,1.001890846521313,1.0018051130723575,0.9974233052255003,0.9975076493018077
10,1.0022226793925895,0.9989691449435418,0.9993497520712976,1.0044116069650093,0.9983060482193973,0.997843631887645,1.0004407366510455,1.0003462197944397,1.0009087428342038
11,0.9982799993078824,0.9992716942605463,1.0009998182422502,0.9948749998523887,1.0010236160181853,1.0000184338979718,0.9972673053433865,0.998651416518774,1.0020288925912784
12,1.0073070630429948,1.003740055634422,1.0045807439650498,1.0052718629812796,1.004397614388103,1.0057505133912577,1.0042399284419512,1.003265040800063,1.0040828041513583
13,0.9989120831902734,0.9999536209062311,1.0008221364986725,0.9974671455039035,1.0076480480291232,1.0034236191977224,1.0005232427686872,1.0006127139477026,0.9970179370594259
