,0,1,2,3
0,0.9766486985358571,0.9787163440430741,0.9647937596875075,0.9887233682419833
1,0.9861819559762166,0.986020674041439,0.9695934884972488,0.9884462796163818
2,1.004834043860635,0.9973309084872665,0.9921737915108169,0.9977806891425708
3,0.9944945811998775,0.9939988576751764,0.9987171166437894,1.0002257771565877
4,0.999252158513489,0.9866548317286515,0.997038748644112,0.9911352015466081
5,0.997231354101573,1.0028423060238014,1.0011666390236569,1.0172951231723004
6,0.9993854544254146,1.0050617281174854,1.0088559780567574,1.0272717119177892
7,1.0087780623938964,1.0045512170115287,1.0026882798769148,1.0053708203420773
8,1.00014834743031,0.9986703967918457,1.003487880933049,1.0039082974091345
9,1.0062163836627342,1.0055777586602308,1.0047930659689221,1.0093784577465785
10,0.999319720761558,1.0041231361804204,0.9995500913637513,1.0066522599101366
11,1.004597346442379,1.0064882536921578,1.0040166175178895,1.002433184606866
12,1.007414603649905,1.004988515163042,1.0043449433278424,1.0155055651952702
13,1.002823527721843,1.0014454527509096,1.0046199391953077,1.00832830193582
14,0.999945498651428,1.0015265551894703,0.9993439639737474,0.9987862372629118
15,0.9963904655309347,1.0024544878665802,0.9963174753708287,1.0054186304713104
16,1.0049829945856423,1.0100543755971112,1.0042314311537428,1.0127490093002078
17,0.9958832480431249,1.0000028891710064,1.0027450938365197,1.0095480328819042
18,1.0072092305517824,0.9982246476787023,1.0022476099171775,0.9923120026845601
19,0.99475229503635,0.9972583431314026,0.9980350186988404,1.0009227651803465
20,1.0041079468641918,1.0089334354734565,1.0024018545707012,1.0107244182464605
21,1.0052007509635525,1.0025495386328824,1.0033397578819192,1.0120644372135654
22,1.009279232095523,1.0033856256974258,1.0053979208635897,1.0212929793715855
23,1.0003509724122155,1.0023739734932529,0.9927123887850072,0.9885596808734829
24,0.9969550065839947,1.0025510823209594,0.9978651728386049,1.0007932249616058
25,1.012974128383299,1.0058185847172394,1.0044766883427176,1.0121993405503071
26,1.0100509829287403,1.010307031917412,1.0122402957683525,1.0273172447163803
27,0.9988278956722071,0.9992023475129487,1.0033107215122445,1.0006450861552658
28,1.0143299543155666,1.0076938049397304,1.0040437156121274,1.0035677826640577
29,0.9948958333310753,1.002228995832355,1.001949847948071,1.014206206677147
30,1.0073774646592721,1.0098911084082456,1.0082341215066644,1.0091581233770457
31,0.994065845059373,0.9984248208390528,0.9970239785123964,0.9970223080850537
32,0.9953063823992312,1.0020688875763837,0.996917882189013,0.9899023702139499
33,1.0011856314805874,1.0007957901978815,0.9993314498361932,0.9968233534120472
34,1.0073501473366875,1.0029513225789262,1.0002481028878532,1.0137397543055635
35,1.0015055239091202,0.999878166406753,1.0074881942935,0.9921504077638681
