,0
0,0.985973156793973
1,0.9795060365716409
2,0.9958860478093977
3,0.9992981203755498
4,1.0038468253140782
5,1.0036086690379717
6,1.0033953937153504
7,1.003878411055689
8,1.0017592974181029
9,1.0046551897065341
10,1.000368601810316
11,1.0019357056379563
12,1.0014668952941588
13,0.998797631411972
14,1.0013249023617588
15,1.0030866722877463
16,1.003453812714267
17,1.0010850419077446
18,1.0028437926115006
19,0.9992995490351589
20,1.0018502788301376
21,1.0021845031598307
22,1.0051535134414742
23,1.0081710320357813
24,1.0005148690958168
25,1.0002312449361184
26,0.998801033603553
27,1.000114159837498
28,1.0016740980539982
29,1.0013576622265044
30,1.0012387687677118
31,1.0009047482137732
32,1.0008082705521906
33,1.0030035639697152
34,1.0006061942624496
35,1.004245707000111
36,1.0004433191972462
37,1.0023810516137939
38,1.0016540892400527
39,1.0029277325952715
40,0.9982990787900152
41,0.9991444001095023
42,1.001809075673218
43,1.00327006076654
44,0.9996185250499902
45,1.0040472891380092
46,1.0006960078155192
47,1.0018578803307328
48,1.0037907847013459
49,1.0028391773655294
50,1.0009217645089838
51,1.000983530429156
52,1.0084469815565047
53,1.017475352604026
54,1.0097790856911097
55,1.0196114456068257
56,1.0436421553367392
57,1.0634429976064013
58,1.0618641927848216
59,1.0484986728479428
60,1.0086044983212612
61,1.0121804955524778
62,1.0306634279282745
63,1.0274111347846004
64,1.0089350291135808
65,1.0008178759874922
66,1.0026592475083786
67,1.0045207268355392
68,1.0057899974962963
69,1.0018681577437818
70,1.0041422784264624
71,1.0069992992253756
72,1.0077490926166492
73,1.0057726686229767
74,1.0062835610863003
75,1.0069095374783361
76,1.007317099485624
77,1.0110725338141469
78,1.0094195498463654
79,1.0057560021400136
80,1.0065205739837821
81,1.0067031863538747
82,1.0073589537744203
83,1.0031660873703272
84,1.0028281872333062
85,1.0021562224427891
86,1.0037222323995239
87,1.0001178031695266
88,0.9984016928079992
89,1.0059367610584693
90,0.9993530225494814
91,0.9972799943749798
92,0.9986515433624344
93,0.9969777676432084
94,0.9986532910550754
95,0.9980836031281093
96,0.9990289228881707
97,0.9987378045534878
98,1.0015124627033922
99,0.9965264501890352
100,0.9991794795132378
101,0.9989092335873102
102,0.9936112800625051
103,0.9937588147764237
104,0.9983980305962633
105,0.9984770459620684
106,1.0017820318421242
107,1.0009430001121669
108,1.0018568204712617
109,0.9998104949013867
110,0.9968411536882428
111,1.0003139923769313
112,1.0005419275084504
113,1.0007549306634753
114,1.0010769333500213
115,0.997459769125702
116,1.0004458340279703
117,0.9966485586059233
118,1.0010309557478814
119,1.0013953437376941
120,1.005297752917504
121,0.9994297589386811
122,0.9992148412296497
123,1.0016947700596168
124,1.0026921765829384
125,1.0061909421915969
126,1.0064482414808404
127,1.0026911753583185
128,1.0014309713021576
129,1.0058348601111053
130,1.0037422341369167
131,1.0025731789016514
132,1.0049901798419507
133,1.0025308699628892
134,1.0046119851415076
135,1.0073138645785398
136,1.0023582649425196
137,1.0014908837230625
138,0.9996398561183426
139,0.9974867610244769
140,1.0037126533397398
141,1.004722071259267
142,1.0054938005231278
143,1.0030665987650584
144,1.0035999331591765
145,0.99956835174957
146,1.0052650032913233
147,1.0057387707036378
148,1.0067623915794024
149,1.002865515408328
