,0,1,2,3,4,5,6,7,8,9,10
0,1.0010530810766343,1.052918534708286,0.9627366522275408,0.9634624108895361,0.9595161468314832,0.9531370809853208,0.9697615602362417,0.9552063792752974,0.9617742076954193,0.9902478915839796,0.9804484901650699
1,0.9753357865172584,0.9891581857516114,0.9698676219534801,0.971576379476034,0.975150702983378,0.974349916852921,0.986444678251029,0.9661729902219648,0.9619272978345312,0.9947996383082146,0.9832118822241299
2,0.994569652791411,0.9980055851309582,0.9968129862235161,0.9935635185412747,0.9970661152845338,0.996168390741841,1.0024778619419128,0.988299782601352,0.991103817864102,0.997584425644835,0.9953197421132004
3,0.9948729181224555,1.0016751469294194,0.9924133014034231,0.9972564067217242,0.9993468204728472,0.9965618262300071,0.9956475978718453,1.0007715270586361,0.9960132808903926,1.001361423271079,1.0002284667745547
4,1.007390747211723,1.007230492139536,1.0062740166193995,0.9999198866085813,0.9996426128696769,0.999758679227275,1.0002974956152124,0.9979479940197088,0.9861486263803649,1.0016221536975891,0.997355604911739
5,1.0092761566084665,1.009772492263461,1.0111376464995325,0.9990516397341521,0.9932652847733835,0.9994321692671293,0.9973975855047422,1.0057114390804236,0.9988187486526103,1.002146932991867,1.00202944286315
6,1.003181847042738,1.0018887519874224,1.0017590744859943,1.003567226685409,0.9994838085161126,1.0009509400969623,1.003229689250579,0.9988033765566793,0.998478579315154,1.0011857460529816,1.0007763835542052
7,1.0005791188069586,1.0045406572909843,0.9998383288687203,0.9972557247756261,1.0030641842264696,1.0076463979863104,1.0031095190462915,1.0069840640287995,1.0073166894560563,1.009264762795467,1.0084102971990367
8,1.0036943532547498,0.9995407543157379,0.9872118808077545,0.9956738561819823,1.0016908587934856,0.9931862488207587,1.0024119454832663,1.0054532354154146,1.0083222240256606,0.9997342519928609,0.996528234521567
9,1.009589099263216,1.0058000239255673,1.009997783836715,1.0056301643779262,1.002388743184561,1.0052805908539724,1.0076540071809692,0.9952280485230203,1.007768256832315,0.9979674718142048,1.0002936043494326
10,0.9975607048255027,0.9999272148763896,0.9905281624707224,0.9931078889137233,1.0005607592076615,0.9985661700597649,1.0005769221147536,0.9907673152407023,0.9992186246745551,0.9929049874776856,0.9911327027100852
11,1.0075842431002813,1.0053426890883794,0.9950269193339949,1.0083893671434223,1.0044418770215524,1.0039148433314156,1.0032323708181405,1.0015704382457575,0.9998983933953605,1.0030183011277511,0.99873906664576
