,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.9884694430899524,0.9835645650357565,0.9799370061273031,0.9804321084356125,0.9699333456737699,0.9913159698281481,0.9854471155131597,0.9888405402576228,0.978316783464948,1.0002023030890312,0.9859954898979402,0.9730889003588116,0.992899089558081,0.9864195512126824,0.9801815787026853,0.9680323372767615,0.9675133075683329,0.9919609048287045,0.9607213496577145
1,0.9847392659927096,0.9877977375916017,0.9776466790590762,0.9808834124035056,0.9853591821333546,0.9983648483520647,0.9916851813692573,0.9954661662275486,0.9907862199240176,0.9933373433107309,0.9910312134388997,0.9772120794573455,0.9803936264653524,0.9702556122520076,0.9734979031717393,0.9575355611647992,0.9579963054058637,0.9664252572223582,0.9573218553866945
2,1.0098176031854702,1.0038668508123503,1.0090285426878123,0.9901772742522207,0.995874036957813,1.0039811442061304,0.9998056559443548,0.9954948371668144,0.9952503101556481,1.0100488737434976,0.9995891956656153,0.988946407617838,0.9892428717114335,0.9882800697319442,0.9915811603501914,0.9935204960175644,0.9907238866014674,1.0176868120105937,0.997877070379156
3,1.0095339867516455,1.010496197955041,1.01608999974087,0.9984180744751426,1.0019335228166422,1.0010849752849234,1.005106402704486,0.9996298388132945,1.0045543290538987,1.0124240101214397,0.9976593199944439,0.9994478492011837,0.9941538521291321,0.9946970118311582,1.0016616351987044,1.0003258735696907,1.0040138660974618,1.0090776815622493,1.002673245403837
4,1.0008573172275068,0.9953117792351436,0.9935702304528029,1.002031453844643,1.000022505705859,1.0033741213214873,1.0031654454635328,1.006661011506229,1.0062628879733113,0.9989442779142164,1.0011629961190707,1.0030408610086345,1.0024779897982221,1.0103618168360033,0.9934248313550931,1.000237039890802,0.9967770706390605,0.9782855745057069,0.9973588746861323
5,0.9986117959508017,1.0027839542387464,1.0231367641826932,1.0071414374519236,1.0061450873076299,1.0055743477742631,1.0068460534689703,0.9997530834970219,1.010251036224416,1.0116885954622155,1.0016537805310013,1.0042183850398716,1.0060590149302215,1.0062758043064717,1.0054941729882858,1.0020070067109481,1.0094110260626084,1.0059818292948144,0.9939931612335017
6,1.0038863978457226,1.0005688742894125,0.9814129966619154,1.0039770850618361,0.9996673380574919,0.9963443819277261,0.9946251263050114,1.0029986871715106,1.000399661536195,0.9994715794449442,1.0020421437364975,1.0085831940701313,0.9999926415480394,1.0043762760447739,0.9903998932641737,0.9940723757811024,0.9847072624990759,0.9502571924972452,0.9869210409228845
7,1.0058813336784111,1.0004145933084803,0.9992378643166684,1.0065308815500627,0.9975795789036759,0.995296213885826,0.9968031537614203,0.9923438379081225,0.9927254022818434,0.9975237339578809,0.9971215758193127,1.0008593679159423,1.0057369842694246,1.0057847962295696,1.0018985818880033,0.9965884586565764,0.995848263175182,0.9999048313804997,1.0037832606776158
8,0.997756965426864,0.9928888684508536,0.9981923021270389,0.9980681708634892,0.9986944675151166,0.9936947187706638,0.9966167200560568,0.9944050530042605,0.9939743775225808,0.9984426511624422,0.9966928707634267,1.000087117087243,1.0058930227188552,1.0016653497552328,0.9967436712793193,1.0037219033227789,1.0016147763035033,1.0038899005566027,1.0019133846656916
9,0.9951471562712646,0.9939901177926578,0.9974487650890771,1.0035463833478302,1.0051385349560424,1.0040394270817015,1.0104722629979177,1.006079582617315,1.0021852572587022,1.0049064713847886,1.0010725465047516,1.005649286349208,1.0033354129804204,1.0011387745013003,0.999024263138221,0.9976260948884338,0.9939503431583719,1.001389425773685,1.00903192301066
