,0,1,2,3,4,5,6
0,0.9527854251863859,0.9546490123719888,0.9727204459706347,0.9381035484927056,0.9517355469571259,0.952019306948963,0.949812451842339
1,0.9640889917441076,0.9664605340171499,0.9665690133419822,0.9719584016300692,0.9721052550846297,0.960351254365495,0.9665856000898639
2,0.9995365147270674,0.9958156590042456,0.9962716997773012,1.001580287950295,1.0023559639442208,1.003694702356468,0.9958577379791038
3,0.9957939014740491,0.9952637596840976,0.9834875007192826,1.0057747124361596,1.0058261024073183,1.011269025616975,1.008510256294177
4,1.0079304864161662,1.0018902011294641,1.037767823782259,1.0024780839535319,1.001687409404166,1.020737974775416,1.0094946539115284
5,1.0065745489956466,1.0124372280192113,0.9903403785947384,1.0100937209176746,1.010133869726917,1.001719002896356,1.0078210227470572
6,0.9937968503974153,1.016955116614382,1.0119514303899384,0.9990493254279175,0.9978350487759897,1.025084330694911,1.004341132585955
7,0.9978222606015741,0.9995228445289338,0.9877286552465605,0.9985294322528759,1.0035411114804398,0.9984324421682775,0.9968121356820909
8,1.0030582934232015,1.0151554450068334,0.9985710655003094,1.0067415466597203,1.001286780139544,1.0167920535508401,1.012584073937472
9,0.9984995419011068,1.0042077917577854,1.0240516780818332,0.9965313934364702,0.9958883648204111,0.9968373719043518,0.9916722528458457
10,1.002073487197266,1.0045682160381426,0.9879456949794838,1.0025547112353832,1.0041000400545272,1.002192345409662,0.9964350624315302
11,0.9930556907827736,1.0029779413968434,0.990430399153209,0.9952684509724187,0.998379146337242,0.9982699338122744,1.002569254475575
12,1.0025321481980238,1.005808418865533,0.9935312358643216,1.0012185503016144,1.0030239586309169,1.0066518443178962,1.0088353327693005
13,1.00475893598114,1.0021614223599857,1.0127244695225102,1.0064824832060648,1.0068376699967698,1.0138143947288591,1.0049856773790293
14,1.0002180241107748,1.012049419275469,0.9920353081630032,1.0077171117531918,1.0045837363390786,0.9985240316407965,1.0140634313388353
15,1.0139282808001344,1.0061782868477516,0.9994840206355498,1.0141906468344863,1.0135858323015234,1.0145671311317108,1.0059547718306678
16,1.0008631822918026,0.9907502586822613,1.012984047285614,1.0081476720283233,1.0090044460307643,1.0019599790710825,1.0091566161510228
