,0
0,0.9731345488180059
1,0.9750045646927268
2,0.9931310923033513
3,0.9991129441050944
4,1.004669217530949
5,1.0024792832251614
6,1.0012733137283725
7,1.0033464515462156
8,1.00105547140199
9,1.000284315164469
10,0.999522402822363
11,1.0000970431382072
12,1.0068546976449693
13,0.9979400102505904
14,1.0041093650590658
15,0.9976959501457424
16,0.9996368812819074
17,1.0025679914479497
18,1.0045751986979135
19,1.0020076297599498
20,0.9992245468084577
21,1.0021258987360933
22,1.0021143918138034
23,1.0017076587372524
24,1.0084258278130185
25,1.000559924791213
26,1.0056182007170353
27,1.0021353696170483
28,1.0013465967773745
29,1.0026575246128682
30,1.0000278641961504
31,1.0051620411296587
32,0.9997119046101149
33,1.0036337883189752
34,1.0032632806697053
35,1.0047789287305964
36,1.0023454083437269
37,1.003372660756901
38,1.0010131377742615
39,1.002805808465939
40,1.0057832228102017
41,1.0034208271523033
42,0.9962973603369447
43,1.0049602682582035
44,1.0021340064825954
45,0.9987776908033726
46,0.9990608705851743
47,1.00382008912081
48,1.002504985450759
49,1.0075831986679966
50,1.0071719084240942
51,1.0087176812596579
52,1.0182144721865574
53,0.9945494758499287
54,1.0285266165415772
55,1.038767886996324
56,1.005655756028439
57,1.0015356923719911
58,1.006157540322482
59,0.999080743954034
60,0.9992546858510172
61,1.0078763292071808
62,0.9883898119673992
63,0.9994834165063866
64,0.9881477729628088
65,0.9921528225629013
66,0.9868913174769535
67,0.988870870103565
68,0.9853787745590978
69,0.9854115579454351
70,0.9857599851423817
71,0.9850872217068598
72,0.9837021326103514
73,0.9834159040591179
74,0.9854440188573941
75,0.9870354142307758
76,0.9858107802568465
77,0.9874095861632585
78,0.9915155136320397
79,0.9905593596519211
80,0.9916508788735333
81,0.98631158709346
82,0.9874114079317527
83,0.9907802108903072
84,0.9876527245247827
85,0.9864662134646796
86,0.9864677147534149
87,0.987225019565253
88,0.9910358644404879
89,0.9865714593595042
90,1.0014501124262112
91,0.9930142929672169
92,0.9888534292518363
93,0.9893376735515267
94,0.9924355604582402
95,0.9945993551443572
96,0.9972413918131824
97,0.9923005332110668
98,0.9905815959651256
99,0.9963731032084461
100,0.9891953884356619
101,0.9898277704508984
102,0.9981438679339888
103,0.9900332948453728
104,1.0006322890097787
105,0.9930963466012152
106,0.9946230603745153
107,0.9965810916180631
108,0.9930437336258018
109,0.9902395734360724
110,0.9947900298384429
111,0.9980493724820629
112,0.9927071373424997
113,0.9975694959548772
114,0.9930441188334326
115,0.9974170501278709
116,0.9962585801563358
117,0.99356706731164
118,0.9954506328982349
119,0.9976103681382966
120,0.9974717793413641
121,0.9980403747341298
122,1.004179399343614
123,0.9957387840343934
124,0.9973865851386968
125,0.9950648964612491
126,0.9952413328614732
127,1.0009147611453042
128,1.0015564820710923
129,0.9988831601563823
130,0.9974928949189223
131,0.998283477135846
132,1.0019513864011502
133,0.9997649099490273
134,0.9989963849296295
135,1.001917191668697
136,0.9984075992545716
137,0.9996197826476466
138,1.0015696979186957
139,1.0009210146048289
140,0.9933576044349446
141,0.9978789057002231
142,1.0022700595241216
143,0.9965077252877652
144,0.9976392016486054
145,0.9927096422726326
146,1.0000548479601625
147,0.998609114012962
148,0.9950097569016071
149,0.9920281310762118
