,0
0,0.9764250877846379
1,0.9759294074057092
2,0.9957171121799349
3,0.99932657713416
4,0.9991259574066067
5,0.999425745835303
6,0.9996232850687846
7,1.0010438812835383
8,1.0014090925598205
9,1.0009826238450115
10,1.0020031528353015
11,1.0022957595358444
12,1.0023172319542692
13,1.0021995679317153
14,1.0009085612180804
15,1.00176792828039
16,1.0017361798389215
17,1.001020483915612
18,1.002074738684465
19,1.0012083494152209
20,1.0025882193339444
21,1.0019423729935908
22,0.9993563266254304
23,1.000595751361703
24,1.0017152676467351
25,1.0022088674721465
26,1.0021968928461376
27,1.0013074993128637
28,1.0010918303545666
29,0.9998146789932436
30,1.0002898340085111
31,0.9999212954177434
32,1.0015404948900763
33,1.000630753027318
34,1.0016354057899672
35,1.0001862105660675
36,1.0014915373565636
37,1.0002747037070858
38,1.0008549556708073
39,1.0013732515911875
40,1.0000604789177585
41,0.9993484623466354
42,1.00153906807965
43,1.0013509293115228
44,1.0019347249741324
45,1.0021604579951375
46,1.0001560251206496
47,1.0002838378015229
48,1.0017786111382558
49,1.0011618393547974
50,1.0009205005385207
51,1.0005182515585074
52,1.0023623854922923
53,1.0023872231714621
54,1.0214642341125546
55,1.035172274872004
56,1.0422076442362795
57,1.0344076579116734
58,1.0264242924214768
59,1.0226914886626548
60,1.0236009183139252
61,1.022809026716759
62,1.0214158010760546
63,1.0193971316825823
64,1.0133558450266311
65,1.014559779102391
66,1.0134666238019787
67,1.012612640400493
68,1.0106903492870365
69,1.0120470926138745
70,1.0119263499750342
71,1.0115467711575434
72,1.0101592582388295
73,1.0106359056143683
74,1.010511001987241
75,1.0101646353805889
76,1.0100376634556432
77,1.0076632832973698
78,1.007265125607405
79,1.0069998545628915
80,1.0060763682876437
81,1.0062261760105502
82,1.0032380566252292
83,1.003602410377156
84,1.002372636255088
85,1.004375667359975
86,1.00370339319011
87,1.0041212436954465
88,1.0037446965483168
89,1.003368462323541
90,1.0045193429490895
91,1.002679593516437
92,1.002907558859216
93,1.0012928286077878
94,1.0013568794687828
95,1.0029184001903468
96,1.0026924043145893
97,1.0026827742478477
98,1.0001984019716659
99,1.0027235112801833
100,1.0024595813345598
101,1.0024982347139395
102,1.0026023115951987
103,1.0031558499076048
104,1.0014526370533479
105,1.0034707014635635
106,1.0031061489045776
107,1.0022974060090752
108,1.0026490622516289
109,1.0012971681245213
110,1.0032926764226842
111,1.0013790241926075
112,1.0012648846334615
113,1.0030570522145985
114,1.002403182041643
115,1.00343657622744
116,1.0034055504666433
117,1.0033641904439745
118,1.002957117634115
119,1.0032665415498152
120,1.0029655058888718
121,1.0045407874098284
122,1.0035360013474055
123,1.0036646619260023
124,1.003578461169679
125,1.0029284173969988
126,1.003213667707636
127,1.0031673793266078
128,1.003017209445558
129,1.003128307414567
130,1.0035543689252298
131,1.003900541267706
132,1.0033153766889007
133,1.0033751679080034
134,1.0018462766363097
135,1.001922919874649
136,1.0031902093580887
137,1.0016276184177333
138,1.0014358669552068
139,1.0027778143941084
140,1.0017511646118988
141,1.0017656028359865
142,1.0023605554684623
143,1.0027622127808722
144,1.0021076775862
145,1.0024227429259907
146,1.0022686365236952
147,1.0024572029873327
148,1.0014989494701414
149,1.0024249305164687
